Date,Prediction,Lower Bound,Upper Bound,Is Forecast
2024-07-14,1868.448723476541,994.3423671949141,2776.626653442048,false
2024-07-15,2879.8103172915535,1939.3276735366462,3861.488728963927,false
2024-07-16,2807.392584294914,1883.730679763572,3715.627075056008,false
2024-07-17,2918.936147972341,2079.4897037210294,3815.4384568188734,false
2024-07-18,2962.9936588923824,2045.8985854927218,3837.8018659116487,false
2024-07-19,3012.573048803412,2062.253293288983,3935.8920586953,false
2024-07-20,1889.078780471708,1036.2412642276506,2786.6373569720513,false
2024-07-21,1933.7074824850076,1038.721225859735,2824.8779669579712,false
2024-07-22,2992.0962405345804,2061.4157082176157,3895.308753224415,false
2024-07-23,2975.043555060107,2074.289686870385,3892.008205030118,false
2024-07-24,3115.3274928285155,2298.840416352401,4069.466520627708,false
2024-07-25,3133.3862151513736,2262.100052162967,4031.6299127760235,false
2024-07-26,3102.339429395976,2194.5292419631505,3974.495947020293,false
2024-07-27,1872.99933215544,885.7849187330083,2763.8479930946396,false
2024-07-28,1826.7703897882816,983.828612739373,2695.045425178396,false
2024-07-29,2838.1205598415463,1929.6225817776137,3728.487879768992,false
2024-07-30,2825.1758051951656,1851.0297647005752,3789.3660792557375,false
2024-07-31,3011.058017045345,2118.0312307408444,3935.7246432609295,false
2024-08-01,3099.1173606609054,2159.2804298164115,4010.8223149450846,false
2024-08-02,3142.8281309161757,2264.9554464231906,4065.829149845275,false
2024-08-03,1971.1260967619028,996.707376499541,2821.087628910837,false
2024-08-04,1944.7431653367687,988.7264207755306,2814.2403668584443,false
2024-08-05,2929.1629646102915,2029.4424064771742,3851.1639647579696,false
2024-08-06,2855.712508253203,1939.7518712120966,3810.7840830678174,false
2024-08-07,2980.966059882333,2179.334320564397,3831.1554161031568,false
2024-08-08,3043.3479150910343,2121.0040866757236,3891.7490772517194,false
2024-08-09,3109.103377144659,2211.6511557971157,3997.558051836023,false
2024-08-10,1987.7184177303725,1055.0439328554896,2904.608422683208,false
2024-08-11,2002.344132225218,1079.8998460224095,2929.8643190999346,false
2024-08-12,2990.9818400521885,2193.7818570938257,3835.984685931277,false
